iid,counter
2162,"{'44': 2, '1583': 1, '2571': 1, '750': 1, '434': 1, '3114': 1, '1298': 1, '1276': 1, '317': 1, '2626': 1, '1097': 1, '1592': 1, '3054': 1, '1250': 1, '2086': 1, '2161': 1, '2084': 1, '1': 1, '3489': 1, '126': 1, '2399': 1, '502': 1, '249': 1, '1562': 1, '922': 1}"
2069,"{'2070': 1, '2352': 1, '1263': 1, '1185': 1, '590': 1, '2194': 1, '230': 1, '2745': 1, '3359': 1, '2105': 1, '2423': 1, '1257': 1, '279': 1, '2344': 1, '1299': 1, '911': 1, '912': 1, '2628': 1, '1196': 2, '2240': 2, '3494': 1, '3251': 1, '3094': 2, '1305': 1, '1269': 1, '2115': 1, '488': 1, '1466': 1, '2114': 3, '3125': 1, '1221': 1, '920': 1, '2919': 2, '2716': 1, '1307': 1, '1682': 3, '1362': 1, '294': 1, '494': 1, '2202': 1, '1234': 1, '1277': 1, '1959': 1, '858': 1, '1639': 1, '1956': 1, '1955': 1, '2406': 1, '3079': 1, '1297': 1, '2144': 1, '2100': 1, '1176': 1, '1296': 1, '1295': 1, '2340': 1, '261': 2, '3194': 2, '3107': 1, '3029': 1, '1643': 1, '1961': 1, '2973': 1, '3148': 1, '1925': 1, '1968': 1, '509': 1, '2858': 1}"
1572,"{'165': 1, '3604': 1, '1952': 1, '2940': 1, '1210': 1, '1939': 1, '390': 1, '3645': 1, '1094': 1, '2947': 1, '2736': 1}"
829,"{'2571': 1, '1580': 1, '1380': 1, '2160': 1, '1866': 1, '1644': 1, '3602': 1, '355': 1, '1214': 1, '3600': 1, '1267': 1, '743': 2, '1772': 1, '1266': 1, '2431': 1, '1649': 1, '1219': 1}"
3414,"{'182': 1, '3296': 1, '1569': 1, '356': 1, '1894': 1, '1212': 1, '2300': 1, '3257': 1, '3345': 1, '943': 1, '3675': 1, '902': 1, '858': 1, '937': 1, '1735': 1}"
1436,"{'2694': 1, '111': 1, '2417': 1}"
1372,"{'1580': 15, '592': 1, '593': 1, '3638': 1, '353': 1, '596': 1, '1215': 1, '112': 1, '356': 1, '2663': 1, '1573': 7, '1210': 3, '10': 1, '1909': 5, '3771': 1, '1590': 1, '3527': 1, '1': 1, '2': 2, '368': 1, '1584': 4, '21': 1, '809': 1, '24': 2, '1480': 1, '494': 1, '377': 1, '1356': 6, '379': 1, '1918': 1, '1917': 5, '32': 1, '3793': 1, '1374': 27, '1373': 18, '2340': 1, '1371': 1, '380': 4, '1370': 1, '383': 1, '1129': 1, '1921': 3, '1006': 1, '2699': 1, '2334': 2, '940': 1, '3300': 1, '44': 1, '2353': 4, '2232': 2, '1385': 5, '1261': 1, '2470': 2, '1019': 2, '2349': 1, '1379': 1, '2105': 2, '1378': 2, '2346': 1, '1377': 2, '3555': 1, '1376': 17, '832': 1, '1375': 15, '2901': 1, '2001': 2, '1275': 1, '1396': 8, '161': 1, '1391': 3, '163': 1, '165': 4, '288': 1, '2115': 2, '1265': 1, '3686': 1, '2916': 4, '2012': 5, '2011': 8, '292': 3, '2370': 1, '2009': 2, '2006': 3, '2005': 2, '610': 1, '2365': 1, '1034': 1, '70': 1, '736': 1, '1717': 1, '2021': 3, '2384': 1, '1290': 1, '1722': 2, '1721': 1, '861': 2, '1049': 1, '3104': 1, '2013': 1, '2376': 1, '504': 1, '507': 2, '86': 1, '2393': 7, '196': 2, '198': 6, '2822': 1, '3598': 1, '1619': 1, '1858': 1, '2826': 1, '1198': 1, '1196': 2, '3250': 1, '1192': 1, '3927': 1, '3006': 1, '648': 2, '1627': 1, '1748': 2, '3265': 1, '3264': 1, '3020': 2, '3260': 1, '2723': 3, '1876': 6, '2844': 1, '1754': 1, '2600': 1, '653': 2, '3256': 1, '2288': 1, '2046': 4, '2609': 1, '2605': 1, '3033': 3, '3032': 1, '780': 8, '1092': 1, '1646': 1, '3704': 3, '2613': 1, '302': 1, '3269': 1, '1641': 2, '788': 3, '426': 1, '2617': 1, '1527': 15, '2858': 1, '2190': 1, '2193': 3, '2071': 1, '2625': 1, '2746': 1, '671': 1, '1777': 1, '552': 4, '553': 1, '674': 2, '2985': 1, '555': 2, '315': 1, '316': 7, '318': 1, '2628': 1, '2989': 1, '1792': 2, '3178': 4, '3176': 1, '3175': 7, '2085': 2, '1544': 1, '1301': 1, '2993': 1, '329': 13, '1306': 1, '2879': 2, '2890': 1, '2094': 1, '332': 1, '1676': 3, '2763': 2, '1552': 3, '2641': 2, '1673': 1, '2409': 1, '2528': 3, '2527': 2, '2406': 1, '3070': 1, '1205': 2, '2657': 1, '2530': 1, '349': 9, '3745': 2, '2539': 1}"
1394,"{'908': 1, '909': 1, '2551': 1, '1220': 1, '3089': 1, '1460': 1, '2791': 20, '1580': 1, '3086': 1, '471': 1, '593': 1, '3083': 1, '1217': 6, '111': 6, '2788': 7, '1214': 3, '235': 2, '1213': 5, '1212': 1, '2664': 1, '2300': 1, '1694': 1, '1210': 1, '910': 7, '3751': 3, '3873': 1, '911': 1, '3753': 1, '913': 1, '915': 1, '916': 2, '1219': 2, '919': 5, '3090': 2, '1231': 7, '2683': 1, '1230': 8, '3098': 1, '3097': 2, '1228': 4, '3526': 1, '1': 17, '3525': 1, '1225': 8, '1104': 1, '2797': 2, '1224': 2, '2313': 1, '125': 1, '247': 1, '1223': 1, '3521': 1, '2795': 1, '1222': 5, '920': 2, '1221': 2, '921': 5, '923': 1, '1904': 1, '2318': 1, '25': 2, '1484': 1, '1242': 2, '2572': 1, '2692': 2, '1240': 5, '2571': 2, '1238': 3, '497': 1, '1237': 1, '2324': 2, '1235': 5, '2686': 1, '1234': 7, '1233': 1, '934': 1, '1916': 1, '1914': 1, '1912': 1, '32': 1, '34': 8, '36': 1, '3671': 4, '39': 2, '3552': 2, '1252': 1, '1131': 1, '260': 2, '3307': 1, '1249': 1, '3548': 1, '1127': 1, '1247': 2, '3424': 9, '1245': 1, '1244': 4, '3543': 6, '1243': 3, '3421': 12, '945': 1, '947': 1, '1923': 4, '3429': 1, '47': 2, '3683': 1, '1264': 2, '2353': 1, '3320': 1, '1263': 1, '2352': 5, '2593': 1, '150': 1, '1259': 8, '156': 1, '1258': 1, '2467': 1, '1257': 1, '1136': 8, '1256': 5, '951': 1, '953': 1, '1254': 2, '2908': 1, '954': 1, '955': 1, '714': 1, '50': 1, '2243': 1, '2000': 2, '1273': 1, '2362': 1, '2361': 1, '2360': 1, '162': 1, '1270': 14, '1942': 1, '3448': 1, '1028': 2, '2599': 12, '1147': 1, '3566': 1, '720': 1, '1267': 2, '2355': 2, '1265': 10, '2918': 18, '2917': 3, '1948': 1, '2915': 2, '1704': 2, '728': 1, '608': 1, '2132': 2, '1285': 8, '3342': 2, '3341': 2, '3462': 1, '1162': 1, '2371': 2, '296': 5, '1954': 1, '176': 2, '298': 1, '1953': 2, '1952': 2, '2248': 4, '1279': 1, '1278': 10, '1036': 8, '3334': 3, '2245': 1, '1276': 3, '1719': 1, '2929': 1, '2928': 1, '858': 1, '2926': 1, '2804': 12, '1957': 1, '1956': 2, '2924': 1, '2384': 2, '3473': 1, '2020': 5, '1294': 1, '1293': 2, '3350': 1, '1172': 5, '3591': 1, '1292': 2, '1291': 2, '1965': 3, '2932': 1, '1963': 1, '2137': 1, '3347': 1, '1961': 2, '3104': 1, '1960': 4, '1288': 13, '1046': 1, '866': 1, '508': 1, '1968': 12, '2935': 1, '1066': 1, '2396': 15, '2395': 2, '1185': 1, '3363': 11, '3362': 5, '3361': 30, '3360': 2, '3481': 1, '2150': 2, '1060': 1, '197': 1, '1734': 1, '1732': 2, '2700': 3, '750': 1, '2028': 5, '3359': 1, '994': 2, '3917': 1, '3114': 3, '515': 1, '1617': 1, '2706': 1, '2946': 2, '1198': 2, '1077': 1, '1197': 14, '1073': 1, '1194': 1, '1193': 1, '3925': 1, '2710': 1, '3929': 1, '1188': 2, '1067': 1, '527': 3, '2718': 1, '2959': 1, '2716': 20, '1080': 13, '3387': 1, '1086': 1, '3022': 1, '3262': 1, '3260': 1, '3814': 2, '1997': 3, '3018': 1, '3819': 1, '1079': 25, '2289': 1, '1199': 7, '1078': 1, '898': 14, '535': 1, '899': 1, '1517': 1, '2605': 1, '2846': 1, '3035': 1, '3397': 2, '2186': 1, '1097': 2, '3396': 1, '2065': 1, '2064': 18, '3152': 2, '541': 17, '1885': 1, '2973': 9, '1883': 1, '1641': 2, '3147': 1, '1089': 4, '306': 1, '307': 1, '308': 1, '2859': 1, '2858': 9, '3703': 3, '2978': 1, '3163': 2, '2194': 1, '2073': 1, '2746': 1, '2987': 2, '551': 2, '1654': 1, '3039': 2, '2863': 1, '3037': 4, '318': 2, '319': 1, '2081': 1, '2080': 1, '1304': 6, '2997': 5, '1663': 3, '1300': 1, '1784': 1, '3169': 2, '2750': 1, '3608': 2, '1307': 8, '3068': 2, '2889': 1, '1674': 2, '2762': 3, '1673': 1, '457': 1, '1672': 1, '2761': 1, '3730': 1, '3733': 1, '1571': 1, '3072': 5, '1206': 1, '2657': 1, '3504': 6, '1446': 1, '101': 2, '223': 2, '1203': 1, '1202': 1, '1201': 1, '1200': 8, '900': 1, '3741': 1, '3742': 1, '903': 1, '904': 1, '1208': 6, '905': 2, '1449': 1, '1207': 2, '3868': 1}"
2110,"{'3244': 1, '2551': 1, '2671': 1, '1186': 1, '1184': 1, '3480': 1, '1974': 1, '1732': 1, '2423': 1, '1334': 1, '356': 1, '2302': 1, '2301': 1, '2268': 1, '236': 1, '2707': 1, '1615': 1, '919': 1, '1077': 1, '1198': 1, '1589': 1, '3524': 3, '2952': 1, '1620': 1, '521': 1, '3247': 1, '923': 1, '22': 1, '3660': 1, '493': 1, '373': 1, '2447': 1, '1995': 1, '532': 2, '1476': 1, '3256': 1, '1918': 1, '1911': 1, '36': 5, '3398': 1, '3552': 1, '2100': 1, '2184': 1, '1092': 1, '1645': 2, '3304': 1, '2457': 1, '543': 1, '785': 1, '3424': 1, '1246': 4, '3701': 1, '1769': 1, '3308': 1, '708': 1, '2736': 2, '47': 2, '2474': 1, '2111': 3, '2990': 1, '2625': 1, '2746': 2, '1019': 1, '2502': 1, '2468': 1, '2985': 1, '830': 1, '1375': 1, '317': 1, '318': 1, '2109': 1, '2001': 2, '3175': 1, '1391': 1, '2118': 3, '3448': 1, '2112': 1, '3685': 1, '2918': 1, '2917': 1, '3688': 1, '3101': 1, '2133': 1, '2011': 2, '2770': 1, '1042': 1, '2371': 1, '2370': 1, '296': 1, '1276': 1, '1958': 1, '2406': 1, '1297': 1, '2144': 3, '2263': 1, '2262': 1, '3591': 1, '3505': 1, '1601': 1, '500': 1, '3102': 1, '2376': 1, '349': 1, '81': 1, '3863': 1, '1967': 1}"
2393,"{'2034': 1, '2672': 4, '2396': 1, '2550': 1, '1580': 1, '198': 3, '231': 1, '3638': 3, '595': 2, '750': 1, '1215': 1, '2028': 2, '1610': 1, '1213': 1, '512': 1, '1573': 1, '3751': 2, '912': 1, '2949': 1, '95': 3, '1616': 1, '3519': 1, '2428': 1, '1909': 4, '2287': 1, '1197': 3, '1196': 3, '480': 1, '1193': 1, '3527': 1, '1': 1, '364': 1, '2710': 1, '2038': 1, '1224': 1, '1223': 1, '2554': 1, '1586': 1, '765': 1, '2311': 2, '3366': 1, '1221': 1, '1907': 1, '648': 4, '3802': 1, '24': 1, '3660': 1, '3783': 1, '3024': 1, '2054': 3, '2291': 1, '1876': 1, '1479': 2, '1754': 2, '2722': 2, '3536': 1, '1597': 3, '379': 1, '2322': 3, '2046': 2, '1917': 15, '539': 1, '2605': 1, '2968': 1, '3033': 2, '1371': 6, '3274': 1, '3032': 2, '260': 3, '780': 7, '3704': 3, '1249': 1, '3947': 1, '3426': 1, '1127': 1, '1488': 1, '2455': 1, '2334': 1, '1762': 1, '3269': 2, '303': 1, '788': 2, '426': 1, '3701': 1, '2617': 2, '1924': 2, '1407': 1, '1527': 3, '1769': 2, '3702': 1, '1923': 1, '2232': 1, '2193': 1, '153': 1, '3438': 1, '2986': 1, '2985': 2, '2105': 1, '674': 1, '2501': 1, '1377': 1, '3158': 1, '435': 1, '316': 10, '318': 2, '2628': 6, '1779': 2, '2989': 1, '1792': 1, '1791': 1, '1274': 1, '3450': 1, '1030': 1, '1270': 1, '1391': 2, '163': 1, '165': 1, '2359': 1, '288': 1, '2117': 1, '442': 2, '1544': 3, '1784': 1, '1663': 1, '2476': 2, '1265': 1, '329': 36, '208': 1, '1429': 1, '849': 1, '608': 1, '2012': 12, '2011': 4, '2010': 1, '292': 1, '172': 2, '173': 2, '2094': 5, '1954': 1, '1831': 4, '1798': 1, '2006': 3, '1676': 2, '2126': 1, '3578': 2, '1037': 1, '2763': 1, '2641': 1, '1552': 1, '2002': 4, '2365': 1, '338': 1, '3697': 3, '3698': 2, '2804': 2, '76': 1, '3070': 2, '3354': 2, '2023': 1, '2021': 6, '3197': 2, '185': 1, '3107': 2, '223': 1, '2533': 1, '104': 1, '1288': 1, '2410': 1, '1441': 1, '1320': 1, '349': 1, '1608': 1, '748': 3, '3745': 1, '1968': 2, '1603': 2}"
3441,"{'2672': 1, '190': 1, '1580': 1, '2273': 2, '198': 1, '3638': 2, '2669': 1, '111': 1, '3639': 1, '353': 1, '2942': 1, '1610': 1, '3916': 1, '356': 1, '3479': 1, '3478': 2, '1970': 1, '2145': 1, '514': 1, '515': 1, '517': 1, '3633': 1, '95': 2, '1858': 1, '3519': 1, '919': 1, '16': 1, '1197': 1, '3527': 1, '485': 2, '1103': 1, '1587': 4, '247': 1, '2796': 1, '1222': 1, '1101': 5, '1221': 1, '1100': 2, '647': 2, '3643': 3, '3766': 3, '3529': 1, '494': 1, '2723': 1, '1479': 1, '3017': 1, '2324': 1, '3137': 1, '930': 1, '2288': 1, '1918': 4, '1917': 1, '1518': 1, '2968': 1, '1373': 1, '1371': 2, '1094': 1, '780': 2, '1092': 1, '1129': 1, '3704': 1, '1920': 1, '2734': 1, '541': 1, '266': 1, '3707': 2, '2699': 1, '1883': 1, '423': 1, '3147': 1, '547': 1, '1527': 1, '3308': 1, '1801': 1, '2353': 1, '2193': 1, '552': 1, '2469': 1, '1259': 1, '2105': 1, '2468': 1, '2985': 1, '1378': 2, '2741': 2, '2466': 1, '3037': 1, '316': 1, '318': 2, '2989': 1, '57': 1, '1792': 2, '1394': 1, '2087': 1, '1391': 1, '288': 1, '3448': 4, '2359': 1, '1027': 1, '1544': 3, '2115': 1, '1422': 1, '1388': 3, '3444': 1, '2476': 3, '688': 1, '3443': 1, '3688': 1, '1429': 2, '608': 1, '3724': 1, '3846': 1, '2011': 1, '170': 1, '292': 2, '2370': 1, '2524': 2, '2644': 1, '2402': 5, '1676': 1, '1037': 1, '2126': 1, '1552': 1, '2245': 1, '2640': 2, '3697': 1, '3698': 2, '736': 1, '2409': 1, '2804': 1, '1835': 1, '2528': 1, '3857': 1, '2143': 1, '2021': 1, '3197': 1, '1690': 1, '1205': 1, '3107': 1, '2535': 1, '465': 1, '3623': 1, '466': 1, '2411': 1, '2532': 1, '589': 1, '2410': 1, '1320': 1, '2376': 4, '1608': 1, '507': 1, '2815': 5, '1208': 1, '3628': 2}"
800,"{'1580': 1, '593': 1, '594': 1, '2427': 3, '110': 2, '1217': 1, '232': 1, '111': 2, '475': 2, '1214': 1, '356': 1, '2302': 1, '235': 2, '1213': 1, '1212': 5, '2300': 1, '1694': 2, '1210': 1, '3751': 1, '911': 1, '1219': 1, '11': 1, '17': 3, '1909': 1, '1231': 1, '480': 2, '3094': 1, '1228': 1, '1': 1, '3526': 1, '123': 4, '1589': 2, '1225': 1, '1466': 1, '2313': 1, '1464': 1, '1221': 1, '923': 1, '802': 1, '924': 3, '926': 1, '21': 1, '2318': 1, '25': 1, '1242': 1, '1484': 2, '2571': 1, '2692': 3, '1480': 1, '492': 2, '3416': 1, '2206': 1, '1358': 7, '1357': 3, '1235': 1, '1356': 2, '2324': 2, '2686': 1, '1233': 2, '1354': 2, '2442': 1, '931': 1, '2321': 1, '1912': 2, '2329': 2, '3418': 2, '32': 2, '34': 2, '36': 6, '39': 1, '3551': 1, '2583': 6, '1371': 1, '1250': 1, '260': 1, '2580': 2, '1249': 2, '265': 1, '2336': 3, '1247': 1, '3304': 1, '1246': 1, '3424': 1, '389': 1, '940': 1, '1245': 1, '3543': 3, '2333': 3, '3422': 1, '1244': 1, '942': 1, '3421': 1, '943': 1, '41': 1, '47': 1, '3683': 1, '2111': 1, '1263': 2, '150': 2, '272': 2, '155': 1, '1259': 1, '2467': 2, '950': 2, '1376': 1, '2223': 1, '953': 1, '58': 1, '2000': 1, '1393': 4, '2360': 1, '162': 3, '164': 2, '2239': 1, '2359': 1, '1941': 1, '1269': 1, '2116': 1, '2357': 2, '2599': 3, '1267': 1, '1266': 2, '1265': 1, '2112': 1, '2919': 1, '1704': 6, '1946': 1, '608': 1, '1945': 1, '1944': 1, '3100': 2, '3342': 1, '3462': 1, '1041': 4, '3461': 3, '175': 1, '296': 1, '176': 1, '1711': 3, '1952': 1, '1950': 8, '1036': 1, '1719': 8, '858': 1, '617': 1, '2804': 1, '1175': 1, '2020': 1, '1294': 1, '3471': 1, '3108': 2, '1964': 2, '1721': 1, '3469': 1, '1962': 1, '3105': 1, '862': 1, '866': 3, '2819': 1, '1968': 1, '3365': 1, '2396': 3, '1185': 1, '3361': 1, '3360': 1, '2391': 3, '1060': 1, '1734': 1, '199': 1, '1732': 2, '2028': 2, '1610': 1, '3358': 1, '994': 2, '1299': 1, '3476': 1, '2024': 2, '2708': 1, '1617': 2, '1198': 1, '1197': 2, '1196': 1, '3252': 1, '2712': 1, '2953': 1, '3129': 1, '1500': 1, '2951': 1, '3006': 2, '1188': 1, '648': 1, '527': 1, '529': 5, '2959': 4, '1748': 1, '3801': 1, '1625': 4, '3386': 19, '1086': 8, '1084': 1, '2291': 1, '2966': 2, '3814': 1, '1635': 1, '2844': 1, '1633': 2, '3019': 1, '1874': 1, '531': 1, '2289': 6, '1199': 2, '778': 1, '2729': 1, '2728': 1, '1517': 1, '1090': 1, '2067': 1, '3152': 3, '1095': 1, '1094': 1, '1645': 2, '300': 2, '668': 1, '307': 2, '2739': 1, '3703': 1, '2076': 3, '3044': 2, '3163': 1, '2194': 1, '3160': 2, '2502': 1, '2501': 3, '553': 1, '1411': 2, '556': 1, '318': 4, '319': 1, '3176': 5, '3052': 1, '562': 1, '1304': 1, '2997': 2, '3728': 1, '1300': 1, '1784': 2, '1682': 1, '2890': 1, '3183': 1, '3737': 1, '695': 1, '213': 1, '334': 1, '335': 1, '214': 1, '2762': 1, '215': 1, '457': 1, '1673': 1, '2761': 1, '337': 2, '3730': 1, '2528': 1, '3735': 1, '1203': 1, '224': 1, '2774': 1, '903': 1, '1208': 1, '3507': 1, '906': 4}"
3281,"{'3002': 1, '2693': 1, '1361': 1, '3142': 1, '471': 1, '176': 1, '1797': 1, '2201': 1, '3653': 1, '318': 1, '50': 1, '3677': 1, '3812': 1, '1856': 1, '1671': 1, '1094': 1, '1191': 1, '1865': 1, '342': 1, '223': 1, '3949': 1, '2677': 2, '1148': 1, '443': 1, '246': 1, '1387': 1, '1123': 1, '1189': 2, '1949': 1, '2858': 1, '2439': 1}"
3826,"{'3189': 1, '2793': 1, '2572': 1, '2194': 1, '750': 1, '3578': 1, '3534': 1, '3510': 1, '1991': 1, '338': 1, '318': 1, '3753': 2, '50': 1, '3798': 1, '2527': 1, '1438': 1, '3793': 1, '2122': 1, '1252': 1, '3593': 1, '3032': 1, '3273': 2, '3527': 1, '2558': 1, '2513': 1, '3827': 4, '2997': 1, '1762': 1, '3809': 1, '589': 1, '2113': 1, '3301': 2, '3366': 1, '3785': 1, '3720': 1, '3863': 1, '3743': 1, '3745': 2, '3789': 1, '849': 1, '3646': 1, '2858': 1}"
125,"{'1066': 1, '2395': 1, '194': 1, '3361': 3, '3481': 1, '1060': 3, '111': 1, '1732': 1, '2700': 2, '1610': 1, '3358': 2, '235': 1, '357': 3, '1177': 1, '514': 1, '913': 1, '1617': 1, '1614': 1, '16': 1, '3253': 1, '1073': 1, '2712': 1, '1': 2, '1500': 1, '3006': 1, '3521': 1, '527': 1, '2716': 1, '1747': 1, '1080': 2, '29': 1, '2572': 1, '492': 1, '3814': 1, '2966': 1, '1633': 1, '1875': 1, '497': 1, '2600': 1, '377': 2, '1476': 1, '3499': 1, '2321': 1, '1078': 1, '934': 1, '1517': 2, '34': 1, '3671': 1, '39': 2, '3396': 2, '2340': 1, '1096': 1, '2580': 2, '141': 1, '1885': 1, '1883': 1, '1641': 2, '2333': 1, '1002': 1, '3147': 1, '1243': 1, '426': 1, '1407': 1, '1923': 4, '3703': 1, '45': 2, '2870': 1, '2194': 1, '2108': 1, '1777': 2, '1414': 2, '2502': 1, '1257': 1, '555': 1, '3037': 1, '3677': 1, '2905': 1, '50': 1, '52': 1, '2109': 1, '1537': 1, '1275': 1, '2485': 1, '3210': 2, '3175': 1, '3450': 2, '1392': 1, '1270': 1, '3052': 1, '441': 1, '562': 1, '2359': 1, '1028': 1, '2116': 1, '2599': 1, '1784': 4, '1266': 1, '1661': 1, '2596': 1, '3685': 1, '448': 1, '2918': 2, '3608': 1, '728': 2, '1307': 1, '608': 2, '1682': 2, '3342': 1, '1285': 1, '2891': 1, '1042': 1, '1041': 1, '176': 3, '2248': 1, '1797': 1, '2764': 1, '1279': 1, '2124': 1, '2762': 1, '1794': 1, '1672': 1, '858': 1, '2529': 1, '1834': 2, '2023': 1, '2020': 1, '3076': 1, '1171': 1, '2779': 1, '342': 1, '188': 1, '1963': 1, '1721': 1, '223': 4, '344': 1, '3501': 1, '345': 1, '588': 2, '1200': 1, '589': 1, '348': 5, '866': 1, '988': 1, '628': 1, '508': 1, '3507': 1, '1966': 3, '1449': 1, '3868': 2}"
3015,"{'908': 1, '2111': 1, '2474': 1, '3361': 1, '1380': 1, '350': 1, '230': 1, '2820': 1, '3159': 1, '1219': 1, '2109': 1, '1350': 1, '3099': 1, '3296': 1, '480': 1, '3096': 1, '3449': 1, '3729': 1, '2435': 1, '3249': 1, '3128': 1, '1422': 1, '3204': 2, '3807': 1, '2753': 1, '3445': 3, '3203': 1, '1343': 1, '1427': 1, '3060': 1, '2090': 1, '3420': 3, '3066': 2, '376': 1, '2520': 2, '1552': 1, '733': 1, '3256': 2, '1518': 1, '2528': 1, '2407': 1, '1438': 1, '1297': 1, '2022': 1, '3032': 1, '3623': 1, '2013': 1, '2211': 1, '627': 1, '2739': 2, '1968': 1, '1648': 1, '1527': 1}"
2275,"{'2353': 1, '2672': 1, '2450': 1, '2692': 1, '172': 2, '2194': 1, '2094': 1, '674': 1, '1653': 2, '1356': 1, '1377': 1, '2528': 1, '1438': 1, '10': 1, '1175': 1, '3571': 1, '260': 1, '3250': 1, '1921': 1, '440': 1, '1': 1, '441': 1, '1544': 1, '3269': 1, '2872': 1, '1266': 1, '589': 1, '327': 1, '329': 1, '208': 1, '3745': 1}"
3368,"{'3341': 1, '1284': 1, '590': 1, '593': 1, '1019': 1, '2922': 1, '156': 1, '2941': 1, '553': 1, '599': 1, '2202': 1, '1036': 1, '458': 1, '910': 1, '339': 1, '515': 1, '50': 1, '919': 1, '3792': 1, '3199': 1, '3494': 1, '260': 1, '1008': 2, '1206': 1, '2019': 1, '342': 1, '266': 2, '1226': 1, '421': 1, '1961': 1, '368': 1, '1968': 1, '3629': 1}"
944,"{'1340': 2, '2791': 2, '271': 1, '150': 1, '272': 1, '2501': 1, '994': 1, '953': 1, '954': 4, '912': 1, '319': 1, '959': 1, '919': 1, '1391': 1, '3447': 1, '2313': 1, '1265': 1, '920': 1, '2398': 3, '2871': 1, '965': 1, '923': 1, '924': 1, '529': 1, '2716': 1, '1704': 1, '1307': 1, '3528': 1, '296': 1, '1831': 1, '1797': 1, '1753': 1, '971': 1, '1674': 1, '457': 1, '1099': 2, '1131': 1, '1096': 1, '3590': 1, '1964': 1, '1722': 1, '1645': 1, '1960': 1, '1245': 1, '3147': 1, '986': 1, '1928': 1, '2739': 1, '1408': 1, '3668': 1}"
451,"{'2496': 1, '3386': 1, '3044': 1, '1184': 1, '2371': 1, '492': 1, '1380': 1, '110': 1, '1711': 1, '1732': 1, '179': 1, '377': 1, '531': 1, '3358': 1, '1498': 1, '1476': 1, '534': 1, '513': 1, '931': 1, '1717': 1, '1914': 1, '838': 1, '78': 1, '1097': 1, '3176': 1, '2184': 1, '3095': 1, '3051': 1, '1092': 2, '586': 1, '2236': 1, '2059': 1, '1586': 1, '104': 1, '2872': 1, '1266': 1, '903': 1, '2912': 1}"
853,"{'3424': 1, '3543': 1}"
1669,"{'58': 1, '2067': 1, '1183': 1, '497': 1, '1358': 1, '2501': 1, '247': 1, '302': 1, '1674': 1, '447': 1, '1683': 1, '1956': 1, '1923': 1, '1406': 1, '2725': 1, '2406': 1, '708': 1, '928': 1}"
2756,"{'2404': 1, '3937': 1, '1479': 1, '3016': 1, '2476': 1, '2058': 1, '2808': 1, '3441': 1, '3710': 1, '1270': 1}"
3858,"{'2692': 1, '3175': 1, '3285': 1, '2282': 1, '397': 1, '3514': 1, '2435': 1, '1210': 1, '3751': 1, '3784': 1, '3785': 1, '2407': 1, '3539': 1}"
2464,{'2379': 1}
3517,"{'3309': 1, '928': 1}"
